doc_type,pdf_path,page1_png,source_path,cluster_id
specification,data/raw_pdfs/0229_specification.pdf,data/page1_pngs/0229_specification.png,data/specification/0012944041.tif,8
resume,data/raw_pdfs/0230_resume.pdf,data/page1_pngs/0230_resume.png,data/resume/50648293-8294.tif,6
handwritten,data/raw_pdfs/0231_handwritten.pdf,data/page1_pngs/0231_handwritten.png,data/handwritten/517517561+-7564.tif,5
advertisement,data/raw_pdfs/0232_advertisement.pdf,data/page1_pngs/0232_advertisement.png,data/advertisement/503782017.tif,-1
form,data/raw_pdfs/0233_form.pdf,data/page1_pngs/0233_form.png,data/form/2076160516.tif,3
specification,data/raw_pdfs/0234_specification.pdf,data/page1_pngs/0234_specification.png,data/specification/2023790366.tif,6
invoice,data/raw_pdfs/0235_invoice.pdf,data/page1_pngs/0235_invoice.png,data/invoice/518548641+-8655.tif,7
questionnaire,data/raw_pdfs/0236_questionnaire.pdf,data/page1_pngs/0236_questionnaire.png,data/questionnaire/2071385659_5662.tif,6
memo,data/raw_pdfs/0237_memo.pdf,data/page1_pngs/0237_memo.png,data/memo/901169.tif,7
letter,data/raw_pdfs/0238_letter.pdf,data/page1_pngs/0238_letter.png,data/letter/511204255+-4255.tif,7
email,data/raw_pdfs/0239_email.pdf,data/page1_pngs/0239_email.png,data/email/2085114445.tif,4
invoice,data/raw_pdfs/0240_invoice.pdf,data/page1_pngs/0240_invoice.png,data/invoice/11229666.tif,2
scientific_report,data/raw_pdfs/0241_scientific_report.pdf,data/page1_pngs/0241_scientific_report.png,data/scientific_report/1001766862_1001766864.tif,7
invoice,data/raw_pdfs/0242_invoice.pdf,data/page1_pngs/0242_invoice.png,data/invoice/91514699.tif,6
scientific_report,data/raw_pdfs/0243_scientific_report.pdf,data/page1_pngs/0243_scientific_report.png,data/scientific_report/2501570938_2501570943.tif,6
memo,data/raw_pdfs/0244_memo.pdf,data/page1_pngs/0244_memo.png,data/memo/0001162680.tif,7
advertisement,data/raw_pdfs/0245_advertisement.pdf,data/page1_pngs/0245_advertisement.png,data/advertisement/503781475.tif,0
specification,data/raw_pdfs/0246_specification.pdf,data/page1_pngs/0246_specification.png,data/specification/2053856156_2053856159.tif,6
scientific_report,data/raw_pdfs/0247_scientific_report.pdf,data/page1_pngs/0247_scientific_report.png,data/scientific_report/2028838840_2028838878.tif,7
invoice,data/raw_pdfs/0248_invoice.pdf,data/page1_pngs/0248_invoice.png,data/invoice/2028725803.tif,3
invoice,data/raw_pdfs/0249_invoice.pdf,data/page1_pngs/0249_invoice.png,data/invoice/0060063731.tif,7
advertisement,data/raw_pdfs/0250_advertisement.pdf,data/page1_pngs/0250_advertisement.png,data/advertisement/1002761278.tif,0
news_article,data/raw_pdfs/0251_news_article.pdf,data/page1_pngs/0251_news_article.png,data/news_article/ti17030283_0287.tif,10
advertisement,data/raw_pdfs/0252_advertisement.pdf,data/page1_pngs/0252_advertisement.png,data/advertisement/0000330553.tif,0
letter,data/raw_pdfs/0253_letter.pdf,data/page1_pngs/0253_letter.png,data/letter/504213934.tif,8
handwritten,data/raw_pdfs/0254_handwritten.pdf,data/page1_pngs/0254_handwritten.png,data/handwritten/580003067+-3067.tif,7
resume,data/raw_pdfs/0255_resume.pdf,data/page1_pngs/0255_resume.png,data/resume/03615507_03615510.tif,7
news_article,data/raw_pdfs/0256_news_article.pdf,data/page1_pngs/0256_news_article.png,data/news_article/1003543519-a.tif,0
news_article,data/raw_pdfs/0257_news_article.pdf,data/page1_pngs/0257_news_article.png,data/news_article/tob10915.72.tif,0
scientific_report,data/raw_pdfs/0258_scientific_report.pdf,data/page1_pngs/0258_scientific_report.png,data/scientific_report/2505210830_0833.tif,-1
form,data/raw_pdfs/0259_form.pdf,data/page1_pngs/0259_form.png,data/form/2030797672.tif,6
invoice,data/raw_pdfs/0260_invoice.pdf,data/page1_pngs/0260_invoice.png,data/invoice/00920577.tif,7
file_folder,data/raw_pdfs/0261_file_folder.pdf,data/page1_pngs/0261_file_folder.png,data/file_folder/50246410.tif,-1
scientific_publication,data/raw_pdfs/0262_scientific_publication.pdf,data/page1_pngs/0262_scientific_publication.png,data/scientific_publication/11022225.tif,0
budget,data/raw_pdfs/0263_budget.pdf,data/page1_pngs/0263_budget.png,data/budget/2044711185.tif,6
memo,data/raw_pdfs/0264_memo.pdf,data/page1_pngs/0264_memo.png,data/memo/82413246_3281.tif,6
presentation,data/raw_pdfs/0265_presentation.pdf,data/page1_pngs/0265_presentation.png,data/presentation/82206598_6616.tif,2
file_folder,data/raw_pdfs/0266_file_folder.pdf,data/page1_pngs/0266_file_folder.png,data/file_folder/2030620538.tif,5
scientific_publication,data/raw_pdfs/0267_scientific_publication.pdf,data/page1_pngs/0267_scientific_publication.png,data/scientific_publication/50617908-7908.tif,0
presentation,data/raw_pdfs/0268_presentation.pdf,data/page1_pngs/0268_presentation.png,data/presentation/0000098296.tif,-1
email,data/raw_pdfs/0269_email.pdf,data/page1_pngs/0269_email.png,data/email/2084125470.tif,4
questionnaire,data/raw_pdfs/0270_questionnaire.pdf,data/page1_pngs/0270_questionnaire.png,data/questionnaire/522800154+-0155.tif,6
form,data/raw_pdfs/0271_form.pdf,data/page1_pngs/0271_form.png,data/form/2084093448.tif,-1
form,data/raw_pdfs/0272_form.pdf,data/page1_pngs/0272_form.png,data/form/518057760.tif,6
questionnaire,data/raw_pdfs/0273_questionnaire.pdf,data/page1_pngs/0273_questionnaire.png,data/questionnaire/0000956052.tif,7
file_folder,data/raw_pdfs/0274_file_folder.pdf,data/page1_pngs/0274_file_folder.png,data/file_folder/2043815000.tif,5
memo,data/raw_pdfs/0275_memo.pdf,data/page1_pngs/0275_memo.png,data/memo/ti12570574.tif,4
news_article,data/raw_pdfs/0276_news_article.pdf,data/page1_pngs/0276_news_article.png,data/news_article/corti0015551.tif,0
resume,data/raw_pdfs/0277_resume.pdf,data/page1_pngs/0277_resume.png,data/resume/50290456-0458.tif,-1
questionnaire,data/raw_pdfs/0278_questionnaire.pdf,data/page1_pngs/0278_questionnaire.png,data/questionnaire/04255209_5215.tif,6
file_folder,data/raw_pdfs/0279_file_folder.pdf,data/page1_pngs/0279_file_folder.png,data/file_folder/0060163018.tif,5
scientific_publication,data/raw_pdfs/0280_scientific_publication.pdf,data/page1_pngs/0280_scientific_publication.png,data/scientific_publication/1003096654.tif,-1
advertisement,data/raw_pdfs/0281_advertisement.pdf,data/page1_pngs/0281_advertisement.png,data/advertisement/0001218512.tif,0
letter,data/raw_pdfs/0282_letter.pdf,data/page1_pngs/0282_letter.png,data/letter/2075293856.tif,4
specification,data/raw_pdfs/0283_specification.pdf,data/page1_pngs/0283_specification.png,data/specification/2069712015.tif,6
scientific_report,data/raw_pdfs/0284_scientific_report.pdf,data/page1_pngs/0284_scientific_report.png,data/scientific_report/2028621195_2028621197.tif,7
news_article,data/raw_pdfs/0285_news_article.pdf,data/page1_pngs/0285_news_article.png,data/news_article/ti31869061.tif,0
scientific_report,data/raw_pdfs/0286_scientific_report.pdf,data/page1_pngs/0286_scientific_report.png,data/scientific_report/2058083660.tif,6
scientific_report,data/raw_pdfs/0287_scientific_report.pdf,data/page1_pngs/0287_scientific_report.png,data/scientific_report/2505959996_9997.tif,6
memo,data/raw_pdfs/0288_memo.pdf,data/page1_pngs/0288_memo.png,data/memo/1001888394_1001888400.tif,-1
advertisement,data/raw_pdfs/0289_advertisement.pdf,data/page1_pngs/0289_advertisement.png,data/advertisement/71390272.tif,2
questionnaire,data/raw_pdfs/0290_questionnaire.pdf,data/page1_pngs/0290_questionnaire.png,data/questionnaire/2040227107.tif,10
invoice,data/raw_pdfs/0291_invoice.pdf,data/page1_pngs/0291_invoice.png,data/invoice/91515179.tif,6
scientific_report,data/raw_pdfs/0292_scientific_report.pdf,data/page1_pngs/0292_scientific_report.png,data/scientific_report/88800118_88800121.tif,9
file_folder,data/raw_pdfs/0293_file_folder.pdf,data/page1_pngs/0293_file_folder.png,data/file_folder/50301213-1213.tif,5
handwritten,data/raw_pdfs/0294_handwritten.pdf,data/page1_pngs/0294_handwritten.png,data/handwritten/517047269+-7271.tif,1
scientific_report,data/raw_pdfs/0295_scientific_report.pdf,data/page1_pngs/0295_scientific_report.png,data/scientific_report/2505627034.tif,3
scientific_publication,data/raw_pdfs/0296_scientific_publication.pdf,data/page1_pngs/0296_scientific_publication.png,data/scientific_publication/2060547475_2060547479.tif,0
scientific_publication,data/raw_pdfs/0297_scientific_publication.pdf,data/page1_pngs/0297_scientific_publication.png,data/scientific_publication/2050240673.tif,-1
invoice,data/raw_pdfs/0298_invoice.pdf,data/page1_pngs/0298_invoice.png,data/invoice/2082888030.tif,6
handwritten,data/raw_pdfs/0299_handwritten.pdf,data/page1_pngs/0299_handwritten.png,data/handwritten/517307204+-7204.tif,1
memo,data/raw_pdfs/0300_memo.pdf,data/page1_pngs/0300_memo.png,data/memo/50337803-7803.tif,6
presentation,data/raw_pdfs/0301_presentation.pdf,data/page1_pngs/0301_presentation.png,data/presentation/2077455613.tif,10
specification,data/raw_pdfs/0302_specification.pdf,data/page1_pngs/0302_specification.png,data/specification/2057434677_2057434678.tif,6
scientific_publication,data/raw_pdfs/0303_scientific_publication.pdf,data/page1_pngs/0303_scientific_publication.png,data/scientific_publication/PUBLICATIONS057049-7.tif,0
email,data/raw_pdfs/0304_email.pdf,data/page1_pngs/0304_email.png,data/email/2085761401b.tif,4
news_article,data/raw_pdfs/0305_news_article.pdf,data/page1_pngs/0305_news_article.png,data/news_article/tob00805.10_tob00805.11.tif,8
scientific_publication,data/raw_pdfs/0306_scientific_publication.pdf,data/page1_pngs/0306_scientific_publication.png,data/scientific_publication/2505414279.tif,0
questionnaire,data/raw_pdfs/0307_questionnaire.pdf,data/page1_pngs/0307_questionnaire.png,data/questionnaire/0000175202.tif,6
scientific_report,data/raw_pdfs/0308_scientific_report.pdf,data/page1_pngs/0308_scientific_report.png,data/scientific_report/1000139969_1000139977.tif,8
email,data/raw_pdfs/0309_email.pdf,data/page1_pngs/0309_email.png,data/email/2072183463c.tif,4
scientific_report,data/raw_pdfs/0310_scientific_report.pdf,data/page1_pngs/0310_scientific_report.png,data/scientific_report/2025598089_2025598094.tif,0
questionnaire,data/raw_pdfs/0311_questionnaire.pdf,data/page1_pngs/0311_questionnaire.png,data/questionnaire/0001227554.tif,6
news_article,data/raw_pdfs/0312_news_article.pdf,data/page1_pngs/0312_news_article.png,data/news_article/2023917170_2023917171.tif,0
invoice,data/raw_pdfs/0313_invoice.pdf,data/page1_pngs/0313_invoice.png,data/invoice/92194196_92194197.tif,6
specification,data/raw_pdfs/0314_specification.pdf,data/page1_pngs/0314_specification.png,data/specification/0000081046.tif,6
invoice,data/raw_pdfs/0315_invoice.pdf,data/page1_pngs/0315_invoice.png,data/invoice/88131175.tif,6
email,data/raw_pdfs/0316_email.pdf,data/page1_pngs/0316_email.png,data/email/2072212207a.tif,10
news_article,data/raw_pdfs/0317_news_article.pdf,data/page1_pngs/0317_news_article.png,data/news_article/2083514423.tif,0
resume,data/raw_pdfs/0318_resume.pdf,data/page1_pngs/0318_resume.png,data/resume/50485572-5573.tif,6
scientific_report,data/raw_pdfs/0319_scientific_report.pdf,data/page1_pngs/0319_scientific_report.png,data/scientific_report/2501605651.tif,6
handwritten,data/raw_pdfs/0320_handwritten.pdf,data/page1_pngs/0320_handwritten.png,data/handwritten/505956026_505956028.tif,1
handwritten,data/raw_pdfs/0321_handwritten.pdf,data/page1_pngs/0321_handwritten.png,data/handwritten/517684568+-4569.tif,1
handwritten,data/raw_pdfs/0322_handwritten.pdf,data/page1_pngs/0322_handwritten.png,data/handwritten/518302774+-2776.tif,1
news_article,data/raw_pdfs/0323_news_article.pdf,data/page1_pngs/0323_news_article.png,data/news_article/2072174727_4728.tif,0
email,data/raw_pdfs/0324_email.pdf,data/page1_pngs/0324_email.png,data/email/2083493858a.tif,4
budget,data/raw_pdfs/0325_budget.pdf,data/page1_pngs/0325_budget.png,data/budget/2040787252_2040787253.tif,6
presentation,data/raw_pdfs/0326_presentation.pdf,data/page1_pngs/0326_presentation.png,data/presentation/87001129.tif,-1
form,data/raw_pdfs/0327_form.pdf,data/page1_pngs/0327_form.png,data/form/0060312498.tif,6
resume,data/raw_pdfs/0328_resume.pdf,data/page1_pngs/0328_resume.png,data/resume/40029722-9723.tif,6
resume,data/raw_pdfs/0329_resume.pdf,data/page1_pngs/0329_resume.png,data/resume/50396035-6036.tif,6
advertisement,data/raw_pdfs/0330_advertisement.pdf,data/page1_pngs/0330_advertisement.png,data/advertisement/1002760875.tif,0
letter,data/raw_pdfs/0331_letter.pdf,data/page1_pngs/0331_letter.png,data/letter/2505450403.tif,-1
news_article,data/raw_pdfs/0332_news_article.pdf,data/page1_pngs/0332_news_article.png,data/news_article/2080247701.tif,0
specification,data/raw_pdfs/0333_specification.pdf,data/page1_pngs/0333_specification.png,data/specification/2069728502.tif,6
email,data/raw_pdfs/0334_email.pdf,data/page1_pngs/0334_email.png,data/email/2085316209.tif,7
scientific_publication,data/raw_pdfs/0335_scientific_publication.pdf,data/page1_pngs/0335_scientific_publication.png,data/scientific_publication/40028510-8512.tif,0
handwritten,data/raw_pdfs/0336_handwritten.pdf,data/page1_pngs/0336_handwritten.png,data/handwritten/524125118+-5119.tif,1
presentation,data/raw_pdfs/0337_presentation.pdf,data/page1_pngs/0337_presentation.png,data/presentation/2047874113.tif,4
scientific_report,data/raw_pdfs/0338_scientific_report.pdf,data/page1_pngs/0338_scientific_report.png,data/scientific_report/0000941915.tif,6
scientific_publication,data/raw_pdfs/0339_scientific_publication.pdf,data/page1_pngs/0339_scientific_publication.png,data/scientific_publication/2023698260.tif,-1
news_article,data/raw_pdfs/0340_news_article.pdf,data/page1_pngs/0340_news_article.png,data/news_article/2073845116_5120.tif,0
file_folder,data/raw_pdfs/0341_file_folder.pdf,data/page1_pngs/0341_file_folder.png,data/file_folder/2041553983.tif,5
presentation,data/raw_pdfs/0342_presentation.pdf,data/page1_pngs/0342_presentation.png,data/presentation/92031414.tif,10
news_article,data/raw_pdfs/0343_news_article.pdf,data/page1_pngs/0343_news_article.png,data/news_article/2065473437.tif,0
email,data/raw_pdfs/0344_email.pdf,data/page1_pngs/0344_email.png,data/email/2085781168d.tif,4
scientific_report,data/raw_pdfs/0345_scientific_report.pdf,data/page1_pngs/0345_scientific_report.png,data/scientific_report/2501541573.tif,8
scientific_publication,data/raw_pdfs/0346_scientific_publication.pdf,data/page1_pngs/0346_scientific_publication.png,data/scientific_publication/2501666220.tif,-1
resume,data/raw_pdfs/0347_resume.pdf,data/page1_pngs/0347_resume.png,data/resume/2046090474_0485.tif,7
resume,data/raw_pdfs/0348_resume.pdf,data/page1_pngs/0348_resume.png,data/resume/50435589-5590.tif,6
file_folder,data/raw_pdfs/0349_file_folder.pdf,data/page1_pngs/0349_file_folder.png,data/file_folder/2028989426.tif,5
letter,data/raw_pdfs/0350_letter.pdf,data/page1_pngs/0350_letter.png,data/letter/518623278+-3283.tif,7
advertisement,data/raw_pdfs/0351_advertisement.pdf,data/page1_pngs/0351_advertisement.png,data/advertisement/512684292.tif,0
letter,data/raw_pdfs/0352_letter.pdf,data/page1_pngs/0352_letter.png,data/letter/519946054+-6054.tif,10
file_folder,data/raw_pdfs/0353_file_folder.pdf,data/page1_pngs/0353_file_folder.png,data/file_folder/2041389497.tif,7
specification,data/raw_pdfs/0354_specification.pdf,data/page1_pngs/0354_specification.png,data/specification/2057413363_2057413365.tif,6
resume,data/raw_pdfs/0355_resume.pdf,data/page1_pngs/0355_resume.png,data/resume/2025638138_2025638142.tif,7
memo,data/raw_pdfs/0356_memo.pdf,data/page1_pngs/0356_memo.png,data/memo/0000507932.tif,7
presentation,data/raw_pdfs/0357_presentation.pdf,data/page1_pngs/0357_presentation.png,data/presentation/98280640_0644.tif,-1
presentation,data/raw_pdfs/0358_presentation.pdf,data/page1_pngs/0358_presentation.png,data/presentation/2076396227_6233.tif,2
advertisement,data/raw_pdfs/0359_advertisement.pdf,data/page1_pngs/0359_advertisement.png,data/advertisement/3000107268.tif,0
advertisement,data/raw_pdfs/0360_advertisement.pdf,data/page1_pngs/0360_advertisement.png,data/advertisement/2084513054_3055.tif,0
handwritten,data/raw_pdfs/0361_handwritten.pdf,data/page1_pngs/0361_handwritten.png,data/handwritten/503428373_503428378.tif,1
email,data/raw_pdfs/0362_email.pdf,data/page1_pngs/0362_email.png,data/email/529046701+-6704.tif,-1
presentation,data/raw_pdfs/0363_presentation.pdf,data/page1_pngs/0363_presentation.png,data/presentation/1005102323_1005102326.tif,-1
invoice,data/raw_pdfs/0364_invoice.pdf,data/page1_pngs/0364_invoice.png,data/invoice/0071005997.tif,6
scientific_report,data/raw_pdfs/0365_scientific_report.pdf,data/page1_pngs/0365_scientific_report.png,data/scientific_report/2001160852_2001160854.tif,-1
budget,data/raw_pdfs/0366_budget.pdf,data/page1_pngs/0366_budget.png,data/budget/03662331_03662337.tif,6
resume,data/raw_pdfs/0367_resume.pdf,data/page1_pngs/0367_resume.png,data/resume/2057993875_2057993876.tif,6
presentation,data/raw_pdfs/0368_presentation.pdf,data/page1_pngs/0368_presentation.png,data/presentation/2083481042_1044.tif,10
file_folder,data/raw_pdfs/0369_file_folder.pdf,data/page1_pngs/0369_file_folder.png,data/file_folder/2048540464.tif,5
form,data/raw_pdfs/0370_form.pdf,data/page1_pngs/0370_form.png,data/form/2028821304.tif,6
budget,data/raw_pdfs/0371_budget.pdf,data/page1_pngs/0371_budget.png,data/budget/2500138696.tif,3
scientific_report,data/raw_pdfs/0372_scientific_report.pdf,data/page1_pngs/0372_scientific_report.png,data/scientific_report/2082553631.tif,-1
scientific_report,data/raw_pdfs/0373_scientific_report.pdf,data/page1_pngs/0373_scientific_report.png,data/scientific_report/83203735_3763.tif,4
budget,data/raw_pdfs/0374_budget.pdf,data/page1_pngs/0374_budget.png,data/budget/tcal0465707_5710.tif,3
memo,data/raw_pdfs/0375_memo.pdf,data/page1_pngs/0375_memo.png,data/memo/2047913309.tif,10
advertisement,data/raw_pdfs/0376_advertisement.pdf,data/page1_pngs/0376_advertisement.png,data/advertisement/71390227.tif,-1
budget,data/raw_pdfs/0377_budget.pdf,data/page1_pngs/0377_budget.png,data/budget/tob07121.57.tif,6
specification,data/raw_pdfs/0378_specification.pdf,data/page1_pngs/0378_specification.png,data/specification/505935815.tif,6
invoice,data/raw_pdfs/0379_invoice.pdf,data/page1_pngs/0379_invoice.png,data/invoice/515661357_515661362.tif,6
presentation,data/raw_pdfs/0380_presentation.pdf,data/page1_pngs/0380_presentation.png,data/presentation/0060144693.tif,10
presentation,data/raw_pdfs/0381_presentation.pdf,data/page1_pngs/0381_presentation.png,data/presentation/2081333111_3116.tif,2
invoice,data/raw_pdfs/0382_invoice.pdf,data/page1_pngs/0382_invoice.png,data/invoice/2026425783.tif,3
questionnaire,data/raw_pdfs/0383_questionnaire.pdf,data/page1_pngs/0383_questionnaire.png,data/questionnaire/1000358986.tif,6
invoice,data/raw_pdfs/0384_invoice.pdf,data/page1_pngs/0384_invoice.png,data/invoice/96422390.tif,2
presentation,data/raw_pdfs/0385_presentation.pdf,data/page1_pngs/0385_presentation.png,data/presentation/2022882120_2022882128.tif,-1
memo,data/raw_pdfs/0386_memo.pdf,data/page1_pngs/0386_memo.png,data/memo/2000520864.tif,7
file_folder,data/raw_pdfs/0387_file_folder.pdf,data/page1_pngs/0387_file_folder.png,data/file_folder/2072707981.tif,5
presentation,data/raw_pdfs/0388_presentation.pdf,data/page1_pngs/0388_presentation.png,data/presentation/2079136586_6592.tif,2
handwritten,data/raw_pdfs/0389_handwritten.pdf,data/page1_pngs/0389_handwritten.png,data/handwritten/517045808+-5810.tif,5
specification,data/raw_pdfs/0390_specification.pdf,data/page1_pngs/0390_specification.png,data/specification/2069734015.tif,6
specification,data/raw_pdfs/0391_specification.pdf,data/page1_pngs/0391_specification.png,data/specification/2057471653_2057471654.tif,6
handwritten,data/raw_pdfs/0392_handwritten.pdf,data/page1_pngs/0392_handwritten.png,data/handwritten/517303474+-3475.tif,1
news_article,data/raw_pdfs/0393_news_article.pdf,data/page1_pngs/0393_news_article.png,data/news_article/1003043526.tif,0
handwritten,data/raw_pdfs/0394_handwritten.pdf,data/page1_pngs/0394_handwritten.png,data/handwritten/517548309+-8311.tif,5
questionnaire,data/raw_pdfs/0395_questionnaire.pdf,data/page1_pngs/0395_questionnaire.png,data/questionnaire/2064944914.tif,6
memo,data/raw_pdfs/0396_memo.pdf,data/page1_pngs/0396_memo.png,data/memo/0001000781.tif,6
letter,data/raw_pdfs/0397_letter.pdf,data/page1_pngs/0397_letter.png,data/letter/2063300496_0497.tif,-1
specification,data/raw_pdfs/0398_specification.pdf,data/page1_pngs/0398_specification.png,data/specification/2069724510.tif,6
questionnaire,data/raw_pdfs/0399_questionnaire.pdf,data/page1_pngs/0399_questionnaire.png,data/questionnaire/2503004948_2503004949.tif,10
invoice,data/raw_pdfs/0400_invoice.pdf,data/page1_pngs/0400_invoice.png,data/invoice/ti16310084.tif,7
form,data/raw_pdfs/0401_form.pdf,data/page1_pngs/0401_form.png,data/form/89899909.tif,6
file_folder,data/raw_pdfs/0402_file_folder.pdf,data/page1_pngs/0402_file_folder.png,data/file_folder/2043819750-a.tif,5
invoice,data/raw_pdfs/0403_invoice.pdf,data/page1_pngs/0403_invoice.png,data/invoice/91506413_6414.tif,6
letter,data/raw_pdfs/0404_letter.pdf,data/page1_pngs/0404_letter.png,data/letter/514840248+-0249.tif,6
specification,data/raw_pdfs/0405_specification.pdf,data/page1_pngs/0405_specification.png,data/specification/2051525601_2051525602.tif,8
news_article,data/raw_pdfs/0406_news_article.pdf,data/page1_pngs/0406_news_article.png,data/news_article/2025684824.tif,0
scientific_report,data/raw_pdfs/0407_scientific_report.pdf,data/page1_pngs/0407_scientific_report.png,data/scientific_report/00926608_6616.tif,7
form,data/raw_pdfs/0408_form.pdf,data/page1_pngs/0408_form.png,data/form/2072062703.tif,6
handwritten,data/raw_pdfs/0409_handwritten.pdf,data/page1_pngs/0409_handwritten.png,data/handwritten/520761677+-1680.tif,5
news_article,data/raw_pdfs/0410_news_article.pdf,data/page1_pngs/0410_news_article.png,data/news_article/2083775374.tif,0
letter,data/raw_pdfs/0411_letter.pdf,data/page1_pngs/0411_letter.png,data/letter/0060351779.tif,7
memo,data/raw_pdfs/0412_memo.pdf,data/page1_pngs/0412_memo.png,data/memo/2045969369_9382.tif,-1
file_folder,data/raw_pdfs/0413_file_folder.pdf,data/page1_pngs/0413_file_folder.png,data/file_folder/2029191940.tif,5
questionnaire,data/raw_pdfs/0414_questionnaire.pdf,data/page1_pngs/0414_questionnaire.png,data/questionnaire/0060004036.tif,6
advertisement,data/raw_pdfs/0415_advertisement.pdf,data/page1_pngs/0415_advertisement.png,data/advertisement/04407962_04407963.tif,0
file_folder,data/raw_pdfs/0416_file_folder.pdf,data/page1_pngs/0416_file_folder.png,data/file_folder/2074039435.tif,5
news_article,data/raw_pdfs/0417_news_article.pdf,data/page1_pngs/0417_news_article.png,data/news_article/tob11428.57.tif,0
invoice,data/raw_pdfs/0418_invoice.pdf,data/page1_pngs/0418_invoice.png,data/invoice/2061855275.tif,6
letter,data/raw_pdfs/0419_letter.pdf,data/page1_pngs/0419_letter.png,data/letter/2021567230.tif,8
invoice,data/raw_pdfs/0420_invoice.pdf,data/page1_pngs/0420_invoice.png,data/invoice/92187910.tif,6
advertisement,data/raw_pdfs/0421_advertisement.pdf,data/page1_pngs/0421_advertisement.png,data/advertisement/2061012494.tif,0
file_folder,data/raw_pdfs/0422_file_folder.pdf,data/page1_pngs/0422_file_folder.png,data/file_folder/2042989778.tif,5
scientific_report,data/raw_pdfs/0423_scientific_report.pdf,data/page1_pngs/0423_scientific_report.png,data/scientific_report/2030575720.tif,6
scientific_publication,data/raw_pdfs/0424_scientific_publication.pdf,data/page1_pngs/0424_scientific_publication.png,data/scientific_publication/03754695.tif,0
invoice,data/raw_pdfs/0425_invoice.pdf,data/page1_pngs/0425_invoice.png,data/invoice/91771093.tif,6
handwritten,data/raw_pdfs/0426_handwritten.pdf,data/page1_pngs/0426_handwritten.png,data/handwritten/524389141+-9145.tif,5
news_article,data/raw_pdfs/0427_news_article.pdf,data/page1_pngs/0427_news_article.png,data/news_article/1005091756.tif,2
memo,data/raw_pdfs/0428_memo.pdf,data/page1_pngs/0428_memo.png,data/memo/0060111886.tif,9
memo,data/raw_pdfs/0429_memo.pdf,data/page1_pngs/0429_memo.png,data/memo/0001446061.tif,7
scientific_report,data/raw_pdfs/0430_scientific_report.pdf,data/page1_pngs/0430_scientific_report.png,data/scientific_report/2070789877_9968.tif,7
specification,data/raw_pdfs/0431_specification.pdf,data/page1_pngs/0431_specification.png,data/specification/2057999565.tif,7
news_article,data/raw_pdfs/0432_news_article.pdf,data/page1_pngs/0432_news_article.png,data/news_article/2080718762_8763.tif,0
scientific_publication,data/raw_pdfs/0433_scientific_publication.pdf,data/page1_pngs/0433_scientific_publication.png,data/scientific_publication/50599007-9008.tif,0
email,data/raw_pdfs/0434_email.pdf,data/page1_pngs/0434_email.png,data/email/2076716825b.tif,4
invoice,data/raw_pdfs/0435_invoice.pdf,data/page1_pngs/0435_invoice.png,data/invoice/2028698471.tif,7
resume,data/raw_pdfs/0436_resume.pdf,data/page1_pngs/0436_resume.png,data/resume/50432194-2194.tif,8
specification,data/raw_pdfs/0437_specification.pdf,data/page1_pngs/0437_specification.png,data/specification/2057486669_2057486670.tif,6
scientific_publication,data/raw_pdfs/0438_scientific_publication.pdf,data/page1_pngs/0438_scientific_publication.png,data/scientific_publication/50608614-8614.tif,0
specification,data/raw_pdfs/0439_specification.pdf,data/page1_pngs/0439_specification.png,data/specification/2057484887.tif,6
specification,data/raw_pdfs/0440_specification.pdf,data/page1_pngs/0440_specification.png,data/specification/507022143_507022145.tif,-1
resume,data/raw_pdfs/0441_resume.pdf,data/page1_pngs/0441_resume.png,data/resume/2020128232_8235.tif,10
advertisement,data/raw_pdfs/0442_advertisement.pdf,data/page1_pngs/0442_advertisement.png,data/advertisement/1002455020_1002455024.tif,-1
news_article,data/raw_pdfs/0443_news_article.pdf,data/page1_pngs/0443_news_article.png,data/news_article/tob14025.53.tif,7
resume,data/raw_pdfs/0444_resume.pdf,data/page1_pngs/0444_resume.png,data/resume/50567690-7701.tif,10
budget,data/raw_pdfs/0445_budget.pdf,data/page1_pngs/0445_budget.png,data/budget/91078737.tif,2
presentation,data/raw_pdfs/0446_presentation.pdf,data/page1_pngs/0446_presentation.png,data/presentation/2074598993_8994.tif,2
resume,data/raw_pdfs/0447_resume.pdf,data/page1_pngs/0447_resume.png,data/resume/50518885-8886.tif,-1
file_folder,data/raw_pdfs/0448_file_folder.pdf,data/page1_pngs/0448_file_folder.png,data/file_folder/2056145836.tif,5
email,data/raw_pdfs/0449_email.pdf,data/page1_pngs/0449_email.png,data/email/2085115033b_5034.tif,10
budget,data/raw_pdfs/0450_budget.pdf,data/page1_pngs/0450_budget.png,data/budget/ti14811437.tif,6
news_article,data/raw_pdfs/0451_news_article.pdf,data/page1_pngs/0451_news_article.png,data/news_article/2083779848.tif,2
advertisement,data/raw_pdfs/0452_advertisement.pdf,data/page1_pngs/0452_advertisement.png,data/advertisement/507341955+-1955.tif,0
file_folder,data/raw_pdfs/0453_file_folder.pdf,data/page1_pngs/0453_file_folder.png,data/file_folder/2046932006.tif,5
specification,data/raw_pdfs/0454_specification.pdf,data/page1_pngs/0454_specification.png,data/specification/2031305152.tif,6
memo,data/raw_pdfs/0455_memo.pdf,data/page1_pngs/0455_memo.png,data/memo/1000220749.tif,8
